,index,circuit,loss,k1,k2,theta1,theta2,Circuit,best_losses,best_loss_circuit
355,355,"((0, 0, 1), (0, 0, 1))",56520285.282091014,1.9652880301314117,4.712346354845673,5.628892897799579,1.9372115554998879,Open Loop,0.2118441422119579,Dual Control
356,356,"((0, 1, 0), (1, 0, 0))",4140606.36754614,4.2412132388343755,4.630376805412412,0.9763324449099178,5.66374450958517,Dual Control,0.2118441422119579,Dual Control
357,357,"((0, 1, 0), (0, 0, 1))",97118660.7297856,4.998955856894355,2.8245577670525956,3.4047288807040044,8.838857444130442,Upstream Repression,0.2118441422119579,Dual Control
358,358,"((0, 1, 0), (1, 0, 0))",16572.446458879924,1.143177133664624,3.248670015929438,0.18102585006986435,4.720141627898941,Dual Control,0.2118441422119579,Dual Control
359,359,"((0, 0, 1), (1, 0, 0))",14579919.759546096,0.9982149199427712,2.6760802571376834,7.438721995363781,9.756940922909466,Downstream Activation,0.2118441422119579,Dual Control
360,360,"((0, 1, 0), (1, 0, 0))",3557249.2391175837,1.9099804603766473,0.6421084930228783,2.1816669038958585,2.247841303082473,Dual Control,0.2118441422119579,Dual Control
361,361,"((0, 1, 0), (1, 0, 0))",719027.7652291257,2.2551902078152763,3.8196457131747295,0.453936674508587,2.8706998693997487,Dual Control,0.2118441422119579,Dual Control
362,362,"((0, 1, 0), (1, 0, 0))",340308.6177264322,0.2528787617626427,2.7832379566814955,1.8041369013954172,3.3099812876503747,Dual Control,0.2118441422119579,Dual Control
363,363,"((0, 1, 0), (1, 0, 0))",13955869.174317364,1.378710191316874,1.3176671888504297,9.335265610589648,7.556574501563906,Dual Control,0.2118441422119579,Dual Control
364,364,"((0, 0, 1), (0, 0, 1))",223403323.2811827,3.9072079781486186,4.048827090446318,8.672230380487798,0.546117971573902,Open Loop,0.2118441422119579,Dual Control
365,365,"((0, 1, 0), (1, 0, 0))",327180.6092283143,1.7854569710309645,0.26565658819301896,1.2347490414124567,4.311847414212684,Dual Control,0.2118441422119579,Dual Control
366,366,"((0, 1, 0), (0, 0, 1))",125262666.40787087,3.9388197812825427,4.996024647578239,3.933582367100044,3.9352840429967704,Upstream Repression,0.2118441422119579,Dual Control
367,367,"((0, 1, 0), (1, 0, 0))",9567606.973548627,2.6975730334007912,0.7321056226056644,4.539392464870278,7.214237926141522,Dual Control,0.2118441422119579,Dual Control
368,368,"((0, 0, 1), (1, 0, 0))",135006941.28432697,3.037363910360435,2.9706245899523305,8.838375974612184,1.940352273380665,Downstream Activation,0.2118441422119579,Dual Control
369,369,"((0, 1, 0), (1, 0, 0))",896369.0314015548,4.460960356151547,0.9523435648459035,0.686323348086313,3.8974949404939636,Dual Control,0.2118441422119579,Dual Control
370,370,"((0, 1, 0), (1, 0, 0))",479120.7576443192,0.6225633978394576,1.7473591082992381,1.634284053035771,5.9226739087849944,Dual Control,0.2118441422119579,Dual Control
371,371,"((0, 1, 0), (1, 0, 0))",38083.44503488645,2.8950574705145864,0.39025963202386277,0.2590894964895514,3.111108619530288,Dual Control,0.2118441422119579,Dual Control
372,372,"((0, 1, 0), (1, 0, 0))",648265.9758992158,1.9887530657028738,1.517872495609519,0.8675201801063522,4.84621442748559,Dual Control,0.2118441422119579,Dual Control
373,373,"((0, 0, 1), (0, 0, 1))",315864220.7017671,4.645907831928525,1.5686776908247326,1.7803322158623263,5.547958059937199,Open Loop,0.2118441422119579,Dual Control
374,374,"((0, 1, 0), (1, 0, 0))",3001318.817145968,0.8302732813270532,3.9834522615808377,3.4463871228524354,8.05040902376168,Dual Control,0.2118441422119579,Dual Control
375,375,"((0, 1, 0), (0, 0, 1))",906085.0896439498,0.2490928021165466,3.3865966459013266,9.284638322157363,9.598046974144935,Upstream Repression,0.2118441422119579,Dual Control
376,376,"((0, 1, 0), (1, 0, 0))",511.7671690885787,1.605828060874848,3.586839242589844,0.02230104900789176,2.4520884962079736,Dual Control,0.2118441422119579,Dual Control
377,377,"((0, 0, 1), (1, 0, 0))",6739962.852852014,0.6787164126533114,2.2849102551048177,4.767523955954723,8.762981484760601,Downstream Activation,0.2118441422119579,Dual Control
378,378,"((0, 1, 0), (1, 0, 0))",195698.07131844194,0.46072714816933846,0.1629418143004865,3.124630241632166,6.330467914906924,Dual Control,0.2118441422119579,Dual Control
379,379,"((0, 1, 0), (1, 0, 0))",2415599.400021992,2.15516505077105,2.6420352863553624,1.0696289373102295,3.5881875177999185,Dual Control,0.2118441422119579,Dual Control
380,380,"((0, 1, 0), (1, 0, 0))",3824909.3073800816,1.27026258688612,2.3723759981136627,2.510634408973409,5.15944111704121,Dual Control,0.2118441422119579,Dual Control
381,381,"((0, 1, 0), (1, 0, 0))",818319.2731681529,3.6231081937030685,0.8258452897347696,0.5445667855477706,1.8103376651242649,Dual Control,0.2118441422119579,Dual Control
382,382,"((0, 0, 1), (0, 0, 1))",26098903.486713313,1.3354789165692147,3.2350940904109664,9.994397415681147,4.697820136354638,Open Loop,0.2118441422119579,Dual Control
383,383,"((0, 1, 0), (1, 0, 0))",2241923.133043574,2.4612113282976242,1.2355207235737633,1.3531350981460686,4.023260590650117,Dual Control,0.2118441422119579,Dual Control
384,384,"((0, 1, 0), (1, 0, 0))",2053388.3057081543,1.0506319268931281,3.1483351596973828,1.9078096257240384,5.486585659801994,Dual Control,0.2118441422119579,Dual Control
385,385,"((0, 1, 0), (0, 0, 1))",764751.199496291,0.8793440370228811,0.08485068406254959,4.694369000918759,0.03986802830031788,Upstream Repression,0.2118441422119579,Dual Control
386,386,"((0, 0, 1), (1, 0, 0))",192824559.74631682,3.630041967615935,1.4035202228923436,3.183664578185182,5.781114844716213,Downstream Activation,0.2118441422119579,Dual Control
387,387,"((0, 1, 0), (1, 0, 0))",53019.81566234175,2.3514236483231796,2.511698798066825,0.21046502126989972,4.330453374102803,Dual Control,0.2118441422119579,Dual Control
388,388,"((0, 1, 0), (1, 0, 0))",123.88797239153232,0.007820054140124988,2.0718085934567236,0.5018858136108747,6.475270084306888,Dual Control,0.2118441422119579,Dual Control
389,389,"((0, 1, 0), (1, 0, 0))",17135954.912181742,1.7127564833399571,1.0420754470731826,5.632513046741094,2.0332802357009747,Dual Control,0.2118441422119579,Dual Control
390,390,"((0, 1, 0), (1, 0, 0))",2689049.1527946484,3.1338448338271636,4.256851093479467,0.7776167273204901,3.767024951543039,Dual Control,0.2118441422119579,Dual Control
391,391,"((0, 0, 1), (0, 0, 1))",5113874.458278388,0.591213567783937,0.2834558233483011,7.390259404223178,8.836173420543357,Open Loop,0.2118441422119579,Dual Control
392,392,"((0, 1, 0), (1, 0, 0))",503460.5088323348,0.8999353022310628,2.2007639200173896,1.2001854623150467,5.815240532045449,Dual Control,0.2118441422119579,Dual Control
393,393,"((0, 1, 0), (1, 0, 0))",106287.26154270399,0.19648553181656542,1.8466324742214217,1.5479123904297958,5.0363712895826165,Dual Control,0.2118441422119579,Dual Control
394,394,"((0, 1, 0), (0, 0, 1))",17061.29068027645,1.2078167236831734,2.095650868887803,0.014715589296010911,1.9152808310832063,Upstream Repression,0.2118441422119579,Dual Control
395,395,"((0, 1, 0), (1, 0, 0))",24773931.798210267,3.461664124187478,0.4739399415761576,6.926784111836858,3.2240226188614995,Dual Control,0.2118441422119579,Dual Control
396,396,"((0, 0, 1), (1, 0, 0))",54564725.14710226,1.9310481494898495,4.5571061982759815,2.311898971595977,3.155601933158745,Downstream Activation,0.2118441422119579,Dual Control
397,397,"((0, 1, 0), (1, 0, 0))",34460149.17406717,2.580482558666046,2.9786743939426104,3.9787338114457382,2.8610461073836047,Dual Control,0.2118441422119579,Dual Control
398,398,"((0, 1, 0), (1, 0, 0))",33863207.07761423,1.8905742699803287,2.864062046463986,8.407334460759401,4.692780637212936,Dual Control,0.2118441422119579,Dual Control
399,399,"((0, 1, 0), (1, 0, 0))",136828.60400412817,3.0196210256223623,1.5845306951404874,0.36531556888248884,5.33285402388395,Dual Control,0.2118441422119579,Dual Control
400,400,"((0, 0, 1), (0, 0, 1))",89038262.27570619,2.4666791673751893,2.3568916285953234,4.086466776227732,9.56469017590242,Open Loop,0.2118441422119579,Dual Control
401,401,"((0, 1, 0), (1, 0, 0))",31.708133978696864,0.5295250995928766,2.3610020671299803,0.016163312066047843,3.489610238592845,Dual Control,0.2118441422119579,Dual Control
402,402,"((0, 1, 0), (1, 0, 0))",45.148863492622496,0.3585707499731792,1.9342098616649983,0.03023758612038035,4.495001207011285,Dual Control,0.2118441422119579,Dual Control
403,403,"((0, 1, 0), (1, 0, 0))",13593.311593058204,0.6368502483025693,2.444284769229028,0.22505932382016366,4.047607553416332,Dual Control,0.2118441422119579,Dual Control
404,404,"((0, 1, 0), (1, 0, 0))",5.545853569367795,0.16147383307153607,2.2762047042449822,0.012227068801069869,4.151657135023992,Dual Control,0.2118441422119579,Dual Control
405,405,"((0, 1, 0), (1, 0, 0))",125.45013495043554,0.0036725604313621596,2.227958754479393,0.6230687364994646,2.6388558321885975,Dual Control,0.2118441422119579,Dual Control
406,406,"((0, 1, 0), (1, 0, 0))",37321.736992215694,0.12411325527574939,2.0838084787583924,0.9992522650370533,3.812568409000237,Dual Control,0.2118441422119579,Dual Control
407,407,"((0, 1, 0), (1, 0, 0))",130123.33332132845,0.40037627440182644,2.00662589505485,0.9271111714679259,4.528839569202504,Dual Control,0.2118441422119579,Dual Control
408,408,"((0, 1, 0), (1, 0, 0))",14348.641483215159,0.26350430707886746,2.6704086696201337,0.3652713658215844,4.1196512100291,Dual Control,0.2118441422119579,Dual Control
409,409,"((0, 1, 0), (1, 0, 0))",1.9077156724527176,0.562038295174099,1.8125311320336612,0.003545747829867803,4.947825225869691,Dual Control,0.2118441422119579,Dual Control
410,410,"((0, 1, 0), (1, 0, 0))",89249.44902858678,0.7145370172266725,1.6987104294003659,0.6141256930652707,4.974420042554847,Dual Control,0.2118441422119579,Dual Control
411,411,"((0, 1, 0), (1, 0, 0))",424.89108613156566,0.16173234102795253,1.7917344146208969,0.15236629937091908,6.163716966499681,Dual Control,0.2118441422119579,Dual Control
412,412,"((0, 1, 0), (1, 0, 0))",100123.46625896763,0.5718133435343657,1.8502284060510854,0.796430471179746,5.970899994284106,Dual Control,0.2118441422119579,Dual Control
413,413,"((0, 1, 0), (1, 0, 0))",698549.4210963725,1.1454077353436363,1.4002334209043137,1.3912780241026546,5.653177864466503,Dual Control,0.2118441422119579,Dual Control
414,414,"((0, 1, 0), (1, 0, 0))",2877.205668592712,0.08576508013314399,1.5326855049441368,0.4675763712776755,5.177476419861847,Dual Control,0.2118441422119579,Dual Control
415,415,"((0, 1, 0), (1, 0, 0))",705012.1460327085,1.520181847863339,1.1312933112597614,1.1499435553171335,4.701394356531918,Dual Control,0.2118441422119579,Dual Control
416,416,"((0, 1, 0), (1, 0, 0))",12824.62339768223,0.9635735557826023,1.6132609289018949,0.28069785776004974,6.857601365160265,Dual Control,0.2118441422119579,Dual Control
417,417,"((0, 1, 0), (1, 0, 0))",10.932512663725529,2.75260462787697,2.1521928277892153,0.005898250979586845,5.357037336400577,Dual Control,0.2118441422119579,Dual Control
418,418,"((0, 1, 0), (1, 0, 0))",63363.02685337666,0.42962644566502406,1.3036269564479648,0.6998998089679724,4.239229321962831,Dual Control,0.2118441422119579,Dual Control
419,419,"((0, 1, 0), (1, 0, 0))",967571.7494568032,0.7898149279604135,2.2615900369427093,1.6393942975223603,4.876588300690176,Dual Control,0.2118441422119579,Dual Control
420,420,"((0, 1, 0), (1, 0, 0))",7475731.765464008,3.275637639753728,1.907907164553708,2.0724772454451226,5.579373443182797,Dual Control,0.2118441422119579,Dual Control
421,421,"((0, 1, 0), (1, 0, 0))",14.615401787141067,2.0404988074790715,2.013327940636769,0.007138244802580911,4.489844200537732,Dual Control,0.2118441422119579,Dual Control
422,422,"((0, 1, 0), (1, 0, 0))",64.75538130450282,0.0024046365249704993,1.425202732643093,0.942144832525653,3.366345319000792,Dual Control,0.2118441422119579,Dual Control
423,423,"((0, 1, 0), (1, 0, 0))",195782.06570924557,2.2218215142425506,1.7017406332754619,0.4241751155743106,4.193096669986069,Dual Control,0.2118441422119579,Dual Control
424,424,"((0, 1, 0), (1, 0, 0))",9092.143936641309,1.0704730799943363,2.53525020097305,0.19543450627974823,6.654566746187134,Dual Control,0.2118441422119579,Dual Control
425,425,"((0, 1, 0), (1, 0, 0))",547501.4381626035,1.3534455878678782,0.8616534365308952,1.4120699067763343,6.284214444731294,Dual Control,0.2118441422119579,Dual Control
426,426,"((0, 1, 0), (1, 0, 0))",113204.38076932171,1.1966031261289727,1.1740147719030878,0.5097176315491254,3.953517177205218,Dual Control,0.2118441422119579,Dual Control
427,427,"((0, 1, 0), (0, 0, 1))",49529250.34066654,2.0976260388157626,3.3790680758053533,5.8279278174438165,5.774672295366239,Upstream Repression,0.2118441422119579,Dual Control
428,428,"((0, 1, 0), (1, 0, 0))",55944.05529495898,0.32222989475231034,0.6046996679340852,1.226208758054433,5.813782815595358,Dual Control,0.2118441422119579,Dual Control
429,429,"((0, 0, 1), (1, 0, 0))",97026392.16111,2.574953505857596,3.9386886878473693,5.727464941631013,1.3834236154920423,Downstream Activation,0.2118441422119579,Dual Control
430,430,"((0, 1, 0), (1, 0, 0))",402492.0583302388,2.8192459295145773,0.9906119422726006,0.8333058065153005,7.077059461664163,Dual Control,0.2118441422119579,Dual Control
431,431,"((0, 1, 0), (1, 0, 0))",5031601.012981971,1.7526863446809424,2.331783877993229,1.7614568938362563,3.0843469284731575,Dual Control,0.2118441422119579,Dual Control
432,432,"((0, 1, 0), (1, 0, 0))",1164333.6800490015,2.139982225851963,1.7576182715549733,1.0657398346912168,5.108248569299842,Dual Control,0.2118441422119579,Dual Control
433,433,"((0, 1, 0), (1, 0, 0))",4.2626890150707375,0.5224618357341388,1.5297726625249846,0.00599034918033822,3.662987093701796,Dual Control,0.2118441422119579,Dual Control
434,434,"((0, 0, 1), (0, 0, 1))",41265081.49865723,1.6792810018683437,1.9206227155328524,4.772474772111516,3.823381253454113,Open Loop,0.2118441422119579,Dual Control
435,435,"((0, 1, 0), (1, 0, 0))",9412.568688386937,0.5174613913050239,1.4728741911546106,0.265258737350047,4.355110555388275,Dual Control,0.2118441422119579,Dual Control
436,436,"((0, 1, 0), (1, 0, 0))",44745.516878047376,0.7045063115228912,0.7227808990168605,0.6027071607233075,4.903055848547354,Dual Control,0.2118441422119579,Dual Control
437,437,"((0, 1, 0), (1, 0, 0))",30696.833897781922,0.17898970446626117,1.2897960289722765,0.7715607271285588,3.555993386037276,Dual Control,0.2118441422119579,Dual Control
438,438,"((0, 1, 0), (0, 0, 1))",77413164.61792713,4.780516769352767,0.8476339398050643,7.669053687051903,7.327042138221159,Upstream Repression,0.2118441422119579,Dual Control
439,439,"((0, 0, 1), (1, 0, 0))",973065.7696568288,0.2579307319795814,0.9744477231843529,3.8473367953244715,5.355713701961593,Downstream Activation,0.2118441422119579,Dual Control
440,440,"((0, 1, 0), (1, 0, 0))",1025812.9235931233,0.8536956672352451,1.0954912842372895,2.206617570872197,5.4634874177892545,Dual Control,0.2118441422119579,Dual Control
441,441,"((0, 1, 0), (1, 0, 0))",1494987.7259926014,0.4259815440647749,1.3639843098330662,5.182433964561208,4.66264509143382,Dual Control,0.2118441422119579,Dual Control
442,442,"((0, 1, 0), (1, 0, 0))",1.267968807444678,0.607051179398495,2.0532598009326994,0.0026071355229597636,6.0883573141006755,Dual Control,0.2118441422119579,Dual Control
443,443,"((0, 1, 0), (1, 0, 0))",32067.342890982036,0.9254411620022311,2.1444378683216336,0.38237091443148513,6.787209546988779,Dual Control,0.2118441422119579,Dual Control
444,444,"((0, 0, 1), (0, 0, 1))",252999047.02377802,4.157961079903634,0.6701812308155917,6.251739322841215,6.219056159255179,Open Loop,0.2118441422119579,Dual Control
445,445,"((0, 1, 0), (1, 0, 0))",220584.9578971931,0.5849439310505925,1.9723211077321259,1.286695712305536,7.621115259484029,Dual Control,0.2118441422119579,Dual Control
446,446,"((0, 1, 0), (1, 0, 0))",1057260.1874795454,1.2802480217023962,1.2188742842431015,1.944100656350923,7.433124953665102,Dual Control,0.2118441422119579,Dual Control
447,447,"((0, 1, 0), (0, 0, 1))",8325256.511750618,1.7204680121390066,1.2090834722460726,2.1523897061916184,3.0684712806102326,Upstream Repression,0.2118441422119579,Dual Control
448,448,"((0, 1, 0), (1, 0, 0))",8509813.239131223,1.0430744196021111,1.8158085200245944,7.323521277526444,6.513438670268987,Dual Control,0.2118441422119579,Dual Control
449,449,"((0, 0, 1), (1, 0, 0))",37545002.86585724,1.601810445872803,4.953016366528175,6.763244734435659,6.935210631585236,Downstream Activation,0.2118441422119579,Dual Control
450,450,"((0, 1, 0), (1, 0, 0))",3278.792000872421,0.7319817614729744,0.9256832391627295,0.20319214004893538,6.078854193438395,Dual Control,0.2118441422119579,Dual Control
451,451,"((0, 1, 0), (1, 0, 0))",461078.0972456143,0.8357147386279573,1.5966148398654414,1.5126260773839606,7.137810558036693,Dual Control,0.2118441422119579,Dual Control
452,452,"((0, 1, 0), (1, 0, 0))",64923.37067610961,0.3578500877086641,1.4916061822207416,1.0897646103405745,7.839869767655724,Dual Control,0.2118441422119579,Dual Control
453,453,"((0, 1, 0), (1, 0, 0))",6470533.9168014135,1.400983072333841,0.35756346596695177,7.835275236027894,5.942212662836098,Dual Control,0.2118441422119579,Dual Control
454,454,"((0, 0, 1), (0, 0, 1))",132430400.19788434,3.008288885335852,1.0114896421372712,9.430955824340234,2.984389419554449,Open Loop,0.2118441422119579,Dual Control
455,455,"((0, 1, 0), (1, 0, 0))",8.541858959454512,0.6828313370487613,1.0556942054517353,0.015778696480136394,6.279911620833321,Dual Control,0.2118441422119579,Dual Control
456,456,"((0, 1, 0), (1, 0, 0))",156594.78158716395,1.2016773313146079,2.040834498990723,0.573388103674421,5.24139221967391,Dual Control,0.2118441422119579,Dual Control
457,457,"((0, 1, 0), (0, 0, 1))",105402297.85480261,3.685412130254181,1.591395963560513,8.827431149074101,1.26363564193568,Upstream Repression,0.2118441422119579,Dual Control
458,458,"((0, 1, 0), (1, 0, 0))",1.3300250969959995,0.5033364324912865,0.5543861878676467,0.009047801457864752,7.354057481015941,Dual Control,0.2118441422119579,Dual Control
459,459,"((0, 0, 1), (1, 0, 0))",14510474.124376953,0.9958415894286694,2.19501798885084,1.6038069393148158,3.9791975690574715,Downstream Activation,0.2118441422119579,Dual Control
460,460,"((0, 1, 0), (1, 0, 0))",7320.718018171236,0.5049995458942735,0.09695202885523657,0.8192763053952344,7.313839745938645,Dual Control,0.2118441422119579,Dual Control
461,461,"((0, 1, 0), (1, 0, 0))",329778.82148252206,0.3023874179252161,2.4289514318064285,2.6512078155605163,8.568554460867919,Dual Control,0.2118441422119579,Dual Control
462,462,"((0, 1, 0), (1, 0, 0))",716269.9439790305,0.6269376183696718,0.5442220409915132,3.625985721403059,8.050375104464106,Dual Control,0.2118441422119579,Dual Control
463,463,"((0, 1, 0), (1, 0, 0))",912.6215873889313,0.06016020179975068,2.7472774710321017,0.3529994123345006,7.374104041164251,Dual Control,0.2118441422119579,Dual Control
464,464,"((0, 0, 1), (0, 0, 1))",225727348.17271477,3.9274927589664648,2.666039654934679,2.934350364133046,0.020429487596944185,Open Loop,0.2118441422119579,Dual Control
465,465,"((0, 1, 0), (1, 0, 0))",316827.2785896054,0.47316289637163805,2.608189454211545,1.6991965468523667,8.22511644066827,Dual Control,0.2118441422119579,Dual Control
466,466,"((0, 1, 0), (1, 0, 0))",3791.1906887871974,0.7513914295437611,0.02779770497489975,0.9168597659890484,9.64733086912363,Dual Control,0.2118441422119579,Dual Control
467,467,"((0, 1, 0), (0, 0, 1))",1169943.790139304,0.6003952898677083,4.365284887486485,0.3203569686659895,8.055908625172847,Upstream Repression,0.2118441422119579,Dual Control
468,468,"((0, 1, 0), (1, 0, 0))",4005681.57244476,1.0082724226404807,0.27204988142482023,9.654544516878547,7.730073924062513,Dual Control,0.2118441422119579,Dual Control
469,469,"((0, 1, 0), (1, 0, 0))",2272.3439540490963,0.8704265003286327,1.908816313092902,0.1593357254545603,8.800874239402349,Dual Control,0.2118441422119579,Dual Control
470,470,"((0, 0, 1), (1, 0, 0))",236644661.8636598,4.0213038248684185,1.8943876184931976,7.785204595734848,6.286017800916304,Downstream Activation,0.2118441422119579,Dual Control
471,471,"((0, 1, 0), (1, 0, 0))",11543.483397750331,0.5808899855068321,0.4640927544745288,0.6297134032470774,9.334860970586046,Dual Control,0.2118441422119579,Dual Control
472,472,"((0, 1, 0), (1, 0, 0))",125068.27708177966,0.24195743977821094,0.6787733370985236,2.3878152314830703,6.801442177417567,Dual Control,0.2118441422119579,Dual Control
473,473,"((0, 1, 0), (1, 0, 0))",475904.68195770134,0.9663304023228447,0.19831028012742438,2.991153991726209,6.9002229301461675,Dual Control,0.2118441422119579,Dual Control
474,474,"((0, 1, 0), (1, 0, 0))",1693.6325069277627,0.02224730781857731,2.1561722941611827,1.1382650856941985,8.368635498733715,Dual Control,0.2118441422119579,Dual Control
475,475,"((0, 0, 1), (0, 0, 1))",7340068.073185452,0.7082559377196165,1.2066456279945417,0.4880167422626034,7.918398336229455,Open Loop,0.2118441422119579,Dual Control
476,476,"((0, 1, 0), (1, 0, 0))",1598040.9732685392,0.3809303257940124,4.783329600967718,6.050598084777653,6.557357265091454,Dual Control,0.2118441422119579,Dual Control
477,477,"((0, 1, 0), (1, 0, 0))",10.085301420216735,0.6654185264777998,2.400891265347383,0.015994191602656423,8.524639473939384,Dual Control,0.2118441422119579,Dual Control
478,478,"((0, 1, 0), (0, 0, 1))",57767013.12753154,2.9315944012301443,2.9156377921496084,3.792877790301218,5.245184123647786,Upstream Repression,0.2118441422119579,Dual Control
479,479,"((0, 1, 0), (1, 0, 0))",683073.6086570305,1.1123919196766061,1.7518229182070062,1.3936156710691097,6.420207041496603,Dual Control,0.2118441422119579,Dual Control
480,480,"((0, 1, 0), (1, 0, 0))",1692.4293892294904,0.08518546816770733,0.7886044716850178,0.49084758554358304,5.785853083752888,Dual Control,0.2118441422119579,Dual Control
481,481,"((0, 0, 1), (1, 0, 0))",4772981.587034728,0.5711859165374338,0.21596780972059904,1.2286311175879896,7.776153369207254,Downstream Activation,0.2118441422119579,Dual Control
482,482,"((0, 1, 0), (1, 0, 0))",18217.270373420393,0.7969248710286672,1.8953995910258823,0.30235129486145296,5.639530259194226,Dual Control,0.2118441422119579,Dual Control
483,483,"((0, 1, 0), (1, 0, 0))",232478.6917975193,0.24967091744750727,2.250023565119719,1.981635934025627,5.382393129163194,Dual Control,0.2118441422119579,Dual Control
484,484,"((0, 1, 0), (1, 0, 0))",36078.4453359338,0.4022409815721867,1.6635178391845304,0.7082974083190074,7.121166299486533,Dual Control,0.2118441422119579,Dual Control
485,485,"((0, 1, 0), (1, 0, 0))",4669305.452137316,0.9546279413693317,2.4980441265133564,4.75897877763341,7.959997952767759,Dual Control,0.2118441422119579,Dual Control
486,486,"((0, 0, 1), (0, 0, 1))",1279575.8567759877,0.2955582838110855,3.750399225097268,3.582826302112598,2.2612647030908555,Open Loop,0.2118441422119579,Dual Control
487,487,"((0, 1, 0), (1, 0, 0))",3.327474338663893,0.568364209080977,2.052224207460162,0.008057514285830694,6.987135974857901,Dual Control,0.2118441422119579,Dual Control
488,488,"((0, 1, 0), (0, 0, 1))",17184353.531169202,1.530447378228738,0.6687709495593726,8.133639128735204,2.235445265267949,Upstream Repression,0.2118441422119579,Dual Control
489,489,"((0, 1, 0), (1, 0, 0))",117273.48053132456,0.5607032116596014,2.1327237172754794,0.9734482781109202,7.841247196992184,Dual Control,0.2118441422119579,Dual Control
490,490,"((0, 0, 1), (1, 0, 0))",174802.3918272991,4.587867912270638,0.003868271842980331,9.604909719061173,2.4035344629257542,Downstream Activation,0.2118441422119579,Dual Control
491,491,"((0, 1, 0), (1, 0, 0))",125095.1013903278,0.27262014197534656,1.9712386613435093,1.5899506561255212,7.305226500292557,Dual Control,0.2118441422119579,Dual Control
492,492,"((0, 1, 0), (1, 0, 0))",3079.485005419534,0.4838647604230155,2.0539139602385563,0.21649601268076352,7.547763640401954,Dual Control,0.2118441422119579,Dual Control
493,493,"((0, 1, 0), (1, 0, 0))",0.5431107025575802,0.1155939729048968,1.3876875070426333,0.00294988756504705,7.012510723949009,Dual Control,0.2118441422119579,Dual Control
494,494,"((0, 1, 0), (1, 0, 0))",279.362353789943,0.0070083569031149096,1.816054225604636,1.271196580493293,9.217995776957912,Dual Control,0.2118441422119579,Dual Control
495,495,"((0, 0, 1), (0, 0, 1))",35275458.64696214,1.552585572897876,4.199048737174529,1.9905744329487334,9.991239149662547,Open Loop,0.2118441422119579,Dual Control
496,496,"((0, 1, 0), (1, 0, 0))",1405.6932608746133,0.090633478019874,1.2931035129738193,0.4869961742254277,8.912091673195818,Dual Control,0.2118441422119579,Dual Control
497,497,"((0, 1, 0), (1, 0, 0))",1367973.4029599493,0.34902261093608083,1.6508327384773893,9.126627545615511,7.0033317099552255,Dual Control,0.2118441422119579,Dual Control
498,498,"((0, 1, 0), (0, 0, 1))",13936621.901690956,3.2672103106039474,0.4299098552610654,4.48146814370665,6.930690353099065,Upstream Repression,0.2118441422119579,Dual Control
499,499,"((0, 1, 0), (1, 0, 0))",10615.523066153304,0.1652674477704828,1.4561614234004407,0.8047608290912268,8.65751319511996,Dual Control,0.2118441422119579,Dual Control
500,500,"((0, 0, 1), (1, 0, 0))",19550835.819978833,1.155877240241175,3.1638718565913875,0.6351810099696289,0.5305095947811989,Downstream Activation,0.2118441422119579,Dual Control
501,501,"((0, 1, 0), (1, 0, 0))",298008.9926249104,0.18730872810343024,1.1858273399447934,5.593726626044897,7.697993182013219,Dual Control,0.2118441422119579,Dual Control
502,502,"((0, 1, 0), (1, 0, 0))",357.22463214687156,0.006068128337824219,2.327771189521114,1.8107545024375689,8.062438915530704,Dual Control,0.2118441422119579,Dual Control
503,503,"((0, 1, 0), (1, 0, 0))",77911.68587007216,0.7143235538388549,0.5935200328992074,1.0290189082710273,7.286978703662177,Dual Control,0.2118441422119579,Dual Control
504,504,"((0, 1, 0), (1, 0, 0))",750089.8020432414,0.833359214962309,1.3650530683044937,2.2221126429012172,8.302632656646235,Dual Control,0.2118441422119579,Dual Control
505,505,"((0, 0, 1), (0, 0, 1))",108267.16195041947,0.0856479274679609,2.2220429838224747,9.025403041898814,5.06786203306018,Open Loop,0.2118441422119579,Dual Control
506,506,"((0, 1, 0), (1, 0, 0))",9152.149059002448,0.6165544654954124,0.8627032239471912,0.37192171790189854,6.736365741446773,Dual Control,0.2118441422119579,Dual Control
507,507,"((0, 1, 0), (1, 0, 0))",7.575892760390852,0.28497215675613635,2.2046627748056222,0.019695778759246985,7.528545499682519,Dual Control,0.2118441422119579,Dual Control
508,508,"((0, 1, 0), (0, 0, 1))",59036938.247792,4.07971719109705,2.573059939233771,2.8714900266844787,3.6382402495809645,Upstream Repression,0.2118441422119579,Dual Control
509,509,"((0, 1, 0), (1, 0, 0))",56527.68028071454,0.4337922236465308,2.561747411273779,0.6890080123732667,6.598682251796954,Dual Control,0.2118441422119579,Dual Control
510,510,"((0, 1, 0), (1, 0, 0))",98713.04053385982,0.10363142218787365,0.3349452179036523,8.088640677970046,8.179529385389378,Dual Control,0.2118441422119579,Dual Control
511,511,"((0, 0, 1), (1, 0, 0))",268256270.41142082,4.281513193483679,3.449704634852871,2.1040786031684364,9.964820289573652,Downstream Activation,0.2118441422119579,Dual Control
512,512,"((0, 1, 0), (1, 0, 0))",376693.9695598402,1.0423459478107993,1.761138326038335,1.4148634726021039,9.984728523790858,Dual Control,0.2118441422119579,Dual Control
